,chr,start,end,zoospore,germinating cyst,mycelia_48h,mycelia_96,Early infection,Late infection,compartment
g15718,HiC_scaffold_2,1819545,1822755,1.68824509,3.103498837,5.168490989,1.499252108,1.624927793,1.653449147,B
g15719,HiC_scaffold_2,1824263,1825700,1.818318675,0.084667748,0.024464223,0.565927883,0.801447463,1.586860346,B
g15720,HiC_scaffold_2,1827188,1828574,6.954120904,1.781277142,1.12818985,3.090216068,2.253307616,5.435647072,B
g15721,HiC_scaffold_2,1828936,1831285,0.396422311,1.236045853,9.425581298,1.140827989,1.588470538,1.040229056,B
g15722,HiC_scaffold_2,1832300,1834960,2.246448435,2.883387196,2.753688978,5.657631109,4.624909452,7.718090386,B
g15723,HiC_scaffold_2,1835050,1836748,14.80696567,13.46591063,10.52380396,45.43640671,59.90543098,127.2953066,B
g15724,HiC_scaffold_2,1837077,1838781,9.235161145,10.04912497,7.088513567,5.812382057,7.558387084,12.71099935,B
g15725,HiC_scaffold_2,1839016,1841378,5.25745336,0.882119054,1.285111767,0.738539364,0.844139155,0.716454248,B
g15726,HiC_scaffold_2,1841522,1843182,93.45057611,0.704823899,0.199002837,1.863322935,4.487074095,2.151622399,B
g15727,HiC_scaffold_2,1843516,1845148,22.40862721,1.204430333,1.549573227,8.780661319,5.861415936,5.071894545,B
g15728,HiC_scaffold_2,1845281,1846916,5.889343541,1.396160085,1.83164795,6.305127834,5.905032078,3.829119041,B
g15729,HiC_scaffold_2,1847704,1849399,5.217871293,0.541907694,0.90083277,0.877808233,0.559082849,0.595086218,B
g15730,HiC_scaffold_2,1849568,1850075,2.398095013,0.71448599,0.488540669,2.243112757,1.433070332,1.779200581,B
g15731,HiC_scaffold_2,1850134,1851226,1.145851741,0.81242849,0.357799653,3.2299671,1.95837455,2.090758586,B
g15732,HiC_scaffold_2,1851500,1853231,2.862915485,5.7125794,2.427991565,3.734258003,7.427906687,6.89950548,B
g15733,HiC_scaffold_2,1853630,1855376,3.032953455,0.483045866,1.015921773,3.509360021,1.513117051,3.13224024,B
g15734,HiC_scaffold_2,1855599,1858404,77.54697524,38.8140972,4.861112968,25.34087587,25.7630766,14.92879454,B
g15735,HiC_scaffold_2,1858502,1859366,2.913274855,2.979129717,2.786334794,8.35176421,6.138940654,3.563132668,B
g15736,HiC_scaffold_2,1859755,1860697,161.4508125,0.126230667,0.265495611,3.625662232,5.386883074,4.167949124,B
g15737,HiC_scaffold_2,1861039,1861918,25.31598741,0.045092639,0.079988825,0.237528443,0.397041927,0.664465755,B
g15738,HiC_scaffold_2,1862236,1863166,6.972737722,13.73143973,23.47906038,2.717467079,4.072457992,4.397857874,B
g15739,HiC_scaffold_2,1863875,1865186,3.121203746,5.532542135,26.07275385,11.42409065,12.01500369,12.06249336,B
g15740,HiC_scaffold_2,1865844,1866387,58.036031,124.3580188,166.4378041,78.5290057,102.4540829,102.4353997,B
g15741,HiC_scaffold_2,1866905,1868306,2.477454935,1.034245245,4.297382328,6.061671073,5.358165745,7.501175655,B
g15742,HiC_scaffold_2,1868469,1869486,16.09512603,33.84781718,31.12974997,8.355060496,17.71865898,8.506651397,B
g15743,HiC_scaffold_2,1869739,1870228,3.529359129,2.247570083,0.100720834,62.83149995,38.86764376,31.36512293,B
g15744,HiC_scaffold_2,1871599,1872847,0.092162578,0.226740015,0.085150253,0.675367243,0.494038385,0.425161998,B
g15745,HiC_scaffold_2,1872981,1876350,0.696603951,0.69424392,1.379827269,0.715408853,0.661732574,0.992580206,B
g15746,HiC_scaffold_2,1877307,1878867,1.014342432,0,0,0.094106442,0.024978827,0,B
g15747,HiC_scaffold_2,1884969,1885797,0.269406895,0.047870084,0.042457837,0.677369728,0.521141207,0.128389418,B
g15748,HiC_scaffold_2,1888315,1892426,0,0,0.008884936,0.013091039,0,0,B
g15751,HiC_scaffold_2,1902819,1903647,0.414631004,0.095740168,0.340631593,0.551290319,0.355068208,0.577003575,B
g15752,HiC_scaffold_2,1904040,1905528,79.46007451,47.31838664,27.71189819,55.88243951,50.99994351,39.00982508,B
g15753,HiC_scaffold_2,1905799,1907927,73.99864948,51.08147451,58.79685716,33.9357489,45.97348167,48.91617502,B
g15754,HiC_scaffold_2,1909797,1911985,0.948489394,3.298161933,2.91042126,9.327558809,7.864142481,10.53498166,B
g15755,HiC_scaffold_2,1912172,1913275,67.85453634,38.91405198,22.8966362,64.37101102,34.80360795,47.90617262,B
g15756,HiC_scaffold_2,1913418,1915877,39.84225024,22.79589145,8.01618507,13.48734217,15.60502688,13.99461559,B
g15757,HiC_scaffold_2,1916098,1917805,68.60415887,106.2251954,82.40916747,136.8600208,101.446167,115.2758215,B
g15758,HiC_scaffold_2,1917985,1919821,0.739515984,0.277547951,0.246404804,0.801136224,1.140433221,1.28686944,B
g15759,HiC_scaffold_2,1920218,1921144,6.011219285,1.067910514,1.358683983,1.539670465,1.225319954,8.56793519,B
g15760,HiC_scaffold_2,1921307,1921511,7715.637176,10177.87239,7137.834443,6211.785751,7128.852426,7393.957001,B
g15761,HiC_scaffold_2,1922010,1922678,2546.210488,3072.275181,2822.628189,1527.747522,1941.05968,1611.192748,B
g15762,HiC_scaffold_2,1923044,1925027,164.9070117,46.82063169,56.12464034,86.80979233,104.5299432,113.6693346,B
g15763,HiC_scaffold_2,1925408,1929564,1.846029206,6.303729629,10.16436541,8.642692814,10.23689654,10.62680663,B
g15764,HiC_scaffold_2,1929643,1932040,43.19805303,23.32689144,6.275797271,28.46739552,24.04441958,21.94427981,B
g15765,HiC_scaffold_2,1932216,1933197,2.908077024,5.210048917,10.58431856,9.641625532,8.084641615,7.846693771,B
g15766,HiC_scaffold_2,1933381,1935121,19.65129449,11.83671379,30.25029713,16.13262596,22.7141349,46.62808461,B
g15767,HiC_scaffold_2,1938118,1939105,66.79483134,47.84762119,156.4932358,33.75323519,70.69715911,76.71581674,B
g15768,HiC_scaffold_2,1939355,1939949,4.910314031,9.306581276,13.7891667,24.26185627,25.92928447,35.47486097,B
g15784,HiC_scaffold_2,1981504,1983175,264.0357885,32.40617943,153.1739287,104.8476488,190.6310088,81.58433009,B
g15785,HiC_scaffold_2,1983608,1985282,7.648576203,52.32625838,27.27817257,17.20932667,19.60523278,6.848479693,B
g15786,HiC_scaffold_2,1985423,1986128,31.48179876,4.911374637,10.32254057,6.086000727,2.48424233,4.967251547,B
g15787,HiC_scaffold_2,1987302,1988982,6.863326835,14.42862396,56.50625153,6.18261193,6.763474802,5.751253367,B
g15788,HiC_scaffold_2,1989096,1991128,3.248770947,3.401798696,5.595718952,10.57652044,7.638875355,11.39149118,B
g15789,HiC_scaffold_2,1991397,1993175,1.801164738,0.061944694,0.301938531,1.225352489,0.606011422,6.43761774,B
g15790,HiC_scaffold_2,1993966,1995570,4.96052098,0.213312541,2.690572452,33.00429897,28.04132476,127.5457181,B
g15791,HiC_scaffold_2,1995836,2003222,7.397217397,2.886032141,3.223336581,3.817431632,2.56352745,3.664497825,B
g15792,HiC_scaffold_2,2003405,2004968,14.75072257,18.24808063,15.00587492,15.84184943,14.92073597,16.38268798,B
g15793,HiC_scaffold_2,2005729,2006890,57.11123294,157.7197232,54.01100823,111.8500712,60.24834363,80.47038363,B
g15794,HiC_scaffold_2,2007090,2008599,6.27159131,1.934233995,36.06679239,21.6860753,9.94050427,7.060545903,B
g15795,HiC_scaffold_2,2008616,2011892,1.406482213,1.004754348,17.65421069,7.989505752,3.253678444,3.114330334,B
g15796,HiC_scaffold_2,2012153,2012885,85.99212376,303.2803321,399.7602577,584.2473064,359.8376754,267.0338802,A
g15797,HiC_scaffold_2,2013103,2014816,23.75807932,18.07680398,104.8149182,21.52433576,34.84214013,23.61683134,A
g15798,HiC_scaffold_2,2015062,2019276,2.224960082,2.198251479,5.435328713,6.224695487,3.945284277,5.952371002,A
g15799,HiC_scaffold_2,2019444,2023466,2.010778714,0.559636579,0.820431075,3.966325265,2.05344469,4.479786371,A
g15800,HiC_scaffold_2,2024607,2037821,3.025407472,0.283911985,4.199053718,5.223274753,3.202325083,5.88604884,A
g15801,HiC_scaffold_2,2037925,2039146,182.0179406,50.83710156,69.80347971,101.4590756,76.22859425,111.2473672,A
g15802,HiC_scaffold_2,2041289,2042183,4.212534514,3.457070235,0.71410217,0.364188945,0.545384294,0.415841754,A
g15803,HiC_scaffold_2,2043076,2045377,758.2909019,1297.790676,285.897043,68.12136442,14.81249993,6.414134976,A
g15804,HiC_scaffold_2,2045852,2050221,61.0467165,19.87904801,16.35318199,22.60998849,18.60442051,21.16818534,A
g15805,HiC_scaffold_2,2055706,2057896,9.989720082,2.35615978,3.824001349,10.97930777,11.94011565,55.11524979,A
g15806,HiC_scaffold_2,2058189,2063413,9.450071807,1.385783747,2.305638987,8.503946214,10.9111706,43.7862704,A
g15807,HiC_scaffold_2,2064418,2066659,6.466162943,6.044969376,4.069271668,6.989646831,7.132175856,12.60303968,A
g15808,HiC_scaffold_2,2067710,2069261,0.073034607,0.931553958,4.3598314,0.399807889,2.228994544,3.356889383,A
g15809,HiC_scaffold_2,2069760,2071194,0,0,0.099180511,1.362443544,5.645640464,4.961925543,A
g15810,HiC_scaffold_2,2071387,2072368,0.689271777,1.104969342,2.856393198,4.464192756,8.915500979,3.569105329,A
g15811,HiC_scaffold_2,2072555,2073853,8.075251503,6.863937942,4.179391627,8.718513037,7.713823292,7.971868931,A
g15812,HiC_scaffold_2,2074074,2074761,677.1678028,493.5090956,155.59498,1128.148264,1062.212495,699.6157477,A
g15813,HiC_scaffold_2,2075004,2079755,20.50098841,6.162187865,3.946991029,10.98410815,6.31434756,6.358619502,A
g15814,HiC_scaffold_2,2079868,2081214,2.902463456,0.744025428,1.829667433,9.039492377,4.265026351,4.51900615,A
g15815,HiC_scaffold_2,2081374,2082620,6.503883481,1.44974343,3.328586726,5.455273633,2.750883532,4.38025705,A
g15816,HiC_scaffold_2,2082760,2085051,26.80190008,8.207370975,5.190784325,11.11385068,7.995877047,8.604921998,A
g15817,HiC_scaffold_2,2085223,2086362,118.5812975,513.8606968,135.9733471,115.7349928,533.6806514,151.9620473,A
g15818,HiC_scaffold_2,2087325,2087637,0.374234356,0.915800655,2.502026259,4.174541465,4.979335612,2.042367365,A
g15819,HiC_scaffold_2,2087974,2090047,64.9829298,104.4508836,64.58305175,59.96490887,57.25801765,62.96598961,A
g15820,HiC_scaffold_2,2090390,2106239,1.535869113,1.450734145,9.742814281,1.422684677,1.046027143,1.237883219,A
g15821,HiC_scaffold_2,2106262,2108280,2.027975126,0.183504916,0.762717307,0.312545407,0.124172613,0.135347669,A
g15822,HiC_scaffold_2,2108363,2110828,7.119211994,2.139684089,1.754465966,2.478094404,2.000521635,2.442199689,A
g15823,HiC_scaffold_2,2110978,2111500,32.02595793,50.39322899,7.352714431,46.60215095,40.94656899,31.38603187,A
g15824,HiC_scaffold_2,2112951,2115368,0.528231917,2.887042565,7.263246742,2.516424574,2.526827715,1.558825885,A
g15825,HiC_scaffold_2,2115487,2117116,5.67546835,43.16127669,41.71234999,125.0939286,86.07474964,92.80036714,A
g15826,HiC_scaffold_2,2117691,2118228,1.347871684,2.168765208,2.8434107,0.046414525,0,0,A
g15827,HiC_scaffold_2,2118629,2119640,3.2159544,32.90729752,29.42790536,59.19895084,48.24696886,46.20979401,A
g15828,HiC_scaffold_2,2119762,2123938,0.534861598,5.075168479,7.906986336,9.65957081,5.236887563,6.242078542,A
g15829,HiC_scaffold_2,2124983,2129271,12.94285763,12.84150369,55.51030336,34.02359071,14.96672595,1.810983907,A
g15830,HiC_scaffold_2,2129924,2133047,0,0,0.011533822,0.033222939,0,0.086990185,A
g15831,HiC_scaffold_2,2133571,2133991,82.14688136,63.37841975,121.5722063,50.14973376,47.57478199,52.06696591,A
g15832,HiC_scaffold_2,2134101,2138415,11.6233523,3.745475439,12.03048749,19.70017147,8.578855566,2.621303992,A
g15833,HiC_scaffold_2,2139370,2148179,14.2405398,6.615215102,5.929718667,5.45717932,5.428273573,6.288532783,A
g15834,HiC_scaffold_2,2148491,2148737,9.632144678,6.023245332,0.863963538,0.81691836,1.427359262,0.648209991,A
g15835,HiC_scaffold_2,2148866,2150648,5.600421744,4.405425054,3.236884977,4.350376817,2.697953949,3.068092832,A
g15836,HiC_scaffold_2,2151091,2152814,5.553483339,9.92670082,9.293998345,11.3765178,10.87212878,12.42250558,A
g15837,HiC_scaffold_2,2152991,2153891,11.9860195,6.775766393,158.13305,73.65650289,212.1553554,201.6076849,A
g15838,HiC_scaffold_2,2155507,2156668,3.345830488,2.321822248,135.1243245,26.77766918,71.42331059,69.01923017,A
g15839,HiC_scaffold_2,2156708,2158645,1.991028116,0.847409207,5.267623446,2.713303633,1.612698767,0.795824611,A
g15840,HiC_scaffold_2,2158708,2159720,1.895177954,3.72681897,9.443937351,0.110407973,0.090188044,0.293627999,A
g15841,HiC_scaffold_2,2161074,2161977,7.187013008,6.633394351,7.876018705,4.259892652,2.312073843,2.527329298,A
g15842,HiC_scaffold_2,2162697,2164016,12.24058956,6.019516768,6.626545229,14.18838928,14.703399,10.65788769,A
g15844,HiC_scaffold_2,2165079,2165394,0,0,0.111603456,0,0,0,A
g15845,HiC_scaffold_2,2165968,2166769,23.29544299,78.56300713,164.6679913,166.4995698,162.481151,135.3179902,A
g15846,HiC_scaffold_2,2166833,2167662,13.97939681,28.3444528,57.60586597,53.80356599,49.35425743,74.12400144,A
g15847,HiC_scaffold_2,2167774,2172260,0.033978055,0,0.554513174,1.785674402,1.097265446,2.205775083,A
g15848,HiC_scaffold_2,2172839,2173313,0.795375907,0,0.074166854,0.325407069,0.17406132,1.119413867,A
g15849,HiC_scaffold_2,2173407,2173713,0.746063966,0,0,0,0,0,A
g15850,HiC_scaffold_2,2173997,2174766,0.057909893,0,0,0.077646729,0,0.165586353,A
g15851,HiC_scaffold_2,2175190,2177777,16.95296336,11.85904139,3.137230252,14.39557926,13.1383678,11.25152271,A
g15852,HiC_scaffold_2,2177826,2179270,1.133199871,4.048091531,4.260041764,10.1797401,9.505596285,9.617135315,A
g15853,HiC_scaffold_2,2179498,2180638,12.22345711,7.457192906,13.19076344,3.56017614,8.043574276,4.190868072,A
g15854,HiC_scaffold_2,2180738,2181878,13.54629283,13.72077786,23.61514738,1.53615527,2.418627576,5.540292014,A
g15855,HiC_scaffold_2,2182337,2184433,7.993179848,16.35792325,38.53967461,6.324512201,15.45096857,46.35000311,A
g15856,HiC_scaffold_2,2185653,2186906,2.348849044,3.797254534,12.13291118,6.576721325,7.184610708,9.869274888,A
g15857,HiC_scaffold_2,2187958,2190289,111.8062868,6.399330559,26.32216269,6.721840914,8.288212261,23.41729224,A
g15858,HiC_scaffold_2,2190515,2192877,7.980473263,0.334727451,2.40410125,1.676005895,0.928422243,1.011820866,A
g15859,HiC_scaffold_2,2193280,2194378,1.695628889,0.074709586,0.583619387,0.0454,0.073200857,0,A
g15860,HiC_scaffold_2,2194664,2194985,475.5787495,193.6066419,135.3977657,462.9462897,344.6016731,231.4444626,A
g15861,HiC_scaffold_2,2195304,2195618,17.69684002,139.1538216,112.8768673,13.23818231,31.62721376,0.632776419,A
g15862,HiC_scaffold_2,2195689,2197511,31.96354831,35.40540158,38.86696312,19.67312412,14.67135187,10.98628881,A
g15863,HiC_scaffold_2,2197679,2198378,80.99098625,52.50025324,39.03986249,45.67625812,47.90679852,55.95854271,A
g15864,HiC_scaffold_2,2198474,2199350,12.20108354,4.318827644,32.07097779,3.903132921,4.768605665,3.996335406,A
g15865,HiC_scaffold_2,2199833,2201486,33.09833703,15.06393968,35.99949124,9.400162585,8.527917564,17.23451362,A
g15866,HiC_scaffold_2,2202445,2204818,558.5005455,43.46898897,73.79414974,13.65453434,32.74998574,52.62600878,A
g15867,HiC_scaffold_2,2204988,2207555,51.85397782,28.75186352,23.34502915,46.97969577,48.35892173,76.29403969,A
g15868,HiC_scaffold_2,2207704,2209434,2.042925128,0,0.022361528,0.09397557,0.016440564,0.098973664,A
g15869,HiC_scaffold_2,2210212,2210623,1255.38092,0.289317003,0.783483069,0.682314033,1.587794869,75.27595079,A
g15870,HiC_scaffold_2,2211944,2212907,71.79345928,7.807439229,64.5384344,3.83756007,11.833002,11.5239383,A
g15871,HiC_scaffold_2,2213271,2214171,0.375653119,1.608442728,52.39563969,1.109629319,0.956532572,0.766390916,A
g15872,HiC_scaffold_2,2219323,2220475,25.96885381,30.03899064,8.663027054,3.01856957,6.787575006,2.625940451,A
g15873,HiC_scaffold_2,2220588,2233819,1.056210879,2.15376459,9.011927302,5.585402108,7.991381511,8.62593835,A
g15874,HiC_scaffold_2,2234533,2234861,58.79904655,236.0678925,97.16901398,785.498,712.7667747,390.8161931,A
g15875,HiC_scaffold_2,2235035,2235836,2.366409773,1.819291369,3.677841546,2.026649816,2.676249923,1.987661081,A
g15876,HiC_scaffold_2,2236036,2239434,0.996458673,1.14684538,3.551432733,1.510779285,2.645572998,1.291863595,A
g15877,HiC_scaffold_2,2239535,2245507,0.671126591,0.189953991,1.170646159,1.132652293,0.973734819,0.730666721,A
g15878,HiC_scaffold_2,2245632,2248294,3.545938916,12.32604623,30.96486078,20.65396044,28.30839014,19.01576059,A
g15879,HiC_scaffold_2,2248809,2249737,64.02914989,84.58653883,95.5789309,269.4694465,207.068768,251.9080505,A
g15880,HiC_scaffold_2,2251157,2252457,2.512306735,114.1691592,62.86719142,46.73452376,44.89257779,34.71004948,A
g15881,HiC_scaffold_2,2253838,2254924,80.29919893,9.781745947,39.0905803,3.856387129,25.06174268,5.376992598,A
g15882,HiC_scaffold_2,2255249,2256016,38.71534081,15.54390396,14.8810285,63.34444744,34.76247969,46.89633314,A
g15883,HiC_scaffold_2,2256345,2257431,53.45399931,8.073646671,34.57312618,4.1361206,29.00860006,7.136408652,A
g15884,HiC_scaffold_2,2258122,2259004,1.246114572,0.093005811,0.647739408,0.907975855,2.747113519,0.301322105,A
g15885,HiC_scaffold_2,2259935,2262206,67.34024502,11.42907671,33.24970605,10.5691853,22.37515687,28.35297365,A
g15886,HiC_scaffold_2,2263446,2263791,63.13850215,10.99536778,41.59265915,34.59796787,22.02322465,73.36340483,A
g15887,HiC_scaffold_2,2264048,2275328,2.654551337,2.200365825,9.142672962,4.318260615,3.055417151,6.173510777,A
g15888,HiC_scaffold_2,2275525,2279192,1.037896264,6.87068055,8.547362706,5.303900004,4.825095531,7.997666625,A
g15889,HiC_scaffold_2,2279319,2280743,11.74902032,9.727607949,14.71034496,69.33672548,52.30654372,79.93552268,A
g15890,HiC_scaffold_2,2280855,2282178,1.680369392,4.818810528,11.01529397,4.472580893,5.539022524,7.140130548,A
g15891,HiC_scaffold_2,2282449,2284158,70.56046604,29.92035731,73.86359444,34.66935606,30.38630767,51.65501164,A
g15892,HiC_scaffold_2,2284330,2284834,40.15854383,27.88994727,39.09475766,21.67587799,21.84016145,23.16551161,A
g15893,HiC_scaffold_2,2285947,2288733,18.31278461,5.243268766,12.63600065,14.53740088,11.37340652,22.88947149,A
g15894,HiC_scaffold_2,2289333,2290464,100.1683645,185.3308348,83.31044108,81.15104814,77.82597836,60.86530791,A
g15895,HiC_scaffold_2,2290696,2291341,41.89036732,54.90855833,29.60387803,115.2274451,64.08959925,38.4151438,A
g15896,HiC_scaffold_2,2291608,2293120,7.620914181,10.91607462,10.38351256,11.26830141,16.39531976,15.33716772,A
g15897,HiC_scaffold_2,2293381,2295679,17.99245167,4.552813768,1.320126451,3.513946708,1.576470268,1.823819617,A
g15898,HiC_scaffold_2,2295778,2296482,19.84436527,38.15397363,132.4642353,59.54059646,68.24320522,121.6891297,A
g15899,HiC_scaffold_2,2296690,2297560,368.5376987,116.2089597,42.82220752,14.75138136,66.59403804,25.63630074,A
g15900,HiC_scaffold_2,2298744,2300260,19.98095338,20.35551885,31.75324019,17.11069086,17.95857478,24.10807728,A
g15901,HiC_scaffold_2,2300824,2301303,8666.75729,11134.10991,10724.93499,11353.12376,12961.11138,11510.2011,A
g15902,HiC_scaffold_2,2301518,2303214,5.961607281,1.845833506,2.335511788,2.477569335,1.814712056,1.440573453,A
g15903,HiC_scaffold_2,2303279,2305701,5.087157188,3.418435444,1.987985523,2.428891524,1.913360649,2.174110007,A
g15904,HiC_scaffold_2,2305985,2306694,195.6844139,24.69464809,56.79973835,35.04536491,41.12789725,67.39096968,A
g15905,HiC_scaffold_2,2307242,2308904,24.47350979,14.44053772,43.49411048,15.27902686,18.01042608,29.18686574,A
g15906,HiC_scaffold_2,2309088,2309499,6.364517954,2.447886129,12.78222583,5.572469043,4.235372798,2.196288826,A
g15907,HiC_scaffold_2,2309676,2310009,15.73677137,0,0.424692504,0.308794696,0,0.159619277,A
g15908,HiC_scaffold_2,2310223,2311003,17.25140074,0.879783971,2.82832015,1.561913379,1.1755743,1.02098496,A
g15909,HiC_scaffold_2,2311406,2312799,9.336751264,18.37849507,17.70544888,25.90768587,25.68768798,37.33724111,A
g15910,HiC_scaffold_2,2312984,2313876,17.94041927,21.43606078,8.760154141,57.85046135,47.09977098,37.46580858,A
g15911,HiC_scaffold_2,2314032,2319123,6.577537567,3.614360228,2.533613366,6.331949673,3.462538984,4.993264818,A
g15912,HiC_scaffold_2,2319682,2320150,0,0,0.076831918,0.868844411,0.397692835,0.906614817,A
